palate,ˈpælət,<ul><li><a>paladar</a></li></ul>,"<img src=""01_2411.jpg"" />",[sound:01_2411.mp3],[sound:01_2411_meaning.mp3],[sound:01_2411_example.mp3],The <i>palate</i> is the top part of the mouth.,El <i>paladar</i> es la parte superior de la boca.,You can touch your <b>palate</b> with your tongue.,Puedes tocar tu <b>paladar</b> con la lengua.
paradise,ˈpærədaɪs,<ul><li><a>paraíso</a></li></ul>,"<img src=""01_2412.jpg"" />",[sound:01_2412.mp3],[sound:01_2412_meaning.mp3],[sound:01_2412_example.mp3],<i>Paradise</i> is the place or condition of happiness where things are perfect.,<i>Paraíso</i> es el lugar o estado de felicidad donde todo es perfecto.,My vacation in Hawaii was like being in <b>paradise</b>.,Mis vacaciones en Hawái fueron como estar en el <b>paraíso</b>.
plantation,plænˈteɪʃn,<ul><li>plantación</li><li>plantío</li><li>finca</li><li>asentamiento</li><li>colonia</li></ul>,"<img src=""01_2413.jpg"" />",[sound:01_2413.mp3],[sound:01_2413_meaning.mp3],[sound:01_2413_example.mp3],A <i>plantation</i> is a big farm that only grows certain kinds of crops.,Una <i>plantación</i> es una gran finca que solo cultiva ciertos tipos de cultivos.,"In the 1800s, there were many cotton <b>plantations</b> in the southern US.","En el siglo XIX, había muchas <b>plantaciones</b> de algodón en el sur de EE. UU."
rapid,ˈræpɪd,<ul><li>rápido</li><li>pronto</li><li>pronta</li><li>acelerado</li><li>raudo</li><li>veloz</li><li>aprisa</li></ul>,"<img src=""01_2414.jpg"" />",[sound:01_2414.mp3],[sound:01_2414_meaning.mp3],[sound:01_2414_example.mp3],"When something is <i>rapid</i>, it moves or changes very quickly.","Cuando algo es <i>rápido</i>, se mueve o cambia muy rápidamente.",His mother was surprised by her son’s <b>rapid</b> growth.,Su madre se sorprendió por el <b>rápido</b> crecimiento de su hijo.
rate,reɪt,<ul><li>tarifa</li><li>tasa</li><li>precio</li><li>ritmo</li><li>índice</li><li>tipo</li><li>velocidad</li><li>porcentaje</li><li>cuota</li><li>número</li><li>frecuencia</li><li>proporción</li><li>grado</li><li>coeficiente</li><li>volumen</li><li>importe</li><li>caudal</li><li>marcha</li><li>paso</li><li>calificar</li><li>clasificar</li><li>considerar</li><li>valorar</li></ul>,"<img src=""01_2415.jpg"" />",[sound:01_2415.mp3],[sound:01_2415_meaning.mp3],[sound:01_2415_example.mp3],A <i>rate</i> is the speed at which something happens.,Un <i>ritmo</i> es la velocidad a la que algo ocurre.,Grass tends to grow at a very slow <b>rate</b>.,La hierba tiende a crecer a un <b>ritmo</b> muy lento.
soothing,ˈsuːðɪŋ,<ul><li>calmante</li><li>suavizante</li><li>relajante</li><li>tranquilizador</li><li>tranquilizante</li><li>reconfortante</li><li>sedante</li><li>consolador</li></ul>,"<img src=""01_2416.jpg"" />",[sound:01_2416.mp3],[sound:01_2416_meaning.mp3],[sound:01_2416_example.mp3],"When something is <i>soothing</i>, it makes you calm or relaxed.","Cuando algo es <i>calmante</i>, te calma o relaja.",The <b>soothing</b> music helped the baby fall asleep.,La música <b>calmante</b> ayudó al bebé a dormirse.
subtle,ˈsʌtl,<ul><li>sutil</li><li>sutiles</li><li>delicado</li><li>discreto</li><li>fino</li><li>astuto</li></ul>,"<img src=""01_2417.jpg"" />",[sound:01_2417.mp3],[sound:01_2417_meaning.mp3],[sound:01_2417_example.mp3],"When something is <i>subtle</i>, it is not easy to see or notice.","Cuando algo es <i>sutil</i>, no es fácil de ver o notar.",The handsome man has a <b>subtle</b> smile.,El hombre apuesto tiene una sonrisa <b>sutil</b>.
texture,ˈtekstʃər,<ul><li>textura</li><li>tejido</li><li>estructura</li></ul>,"<img src=""01_2418.jpg"" />",[sound:01_2418.mp3],[sound:01_2418_meaning.mp3],[sound:01_2418_example.mp3],The <i>texture</i> of something is the way its surface looks and feels.,La <i>textura</i> de algo es la forma en que su superficie se ve y se siente.,The <b>texture</b> of a rock found in the water is typically very smooth.,La <b>textura</b> de una roca encontrada en el agua es típicamente muy suave.
toxic,ˈtɑːksɪk,<ul><li>tóxico</li><li>venenoso</li><li>deletéreo</li><li>perjudicial</li><li>dañino</li><li>nocivo</li><li>ponzoñoso</li></ul>,"<img src=""01_2419.jpg"" />",[sound:01_2419.mp3],[sound:01_2419_meaning.mp3],[sound:01_2419_example.mp3],"When something is <i>toxic</i>, it is poisonous and very dangerous.","Cuando algo es <i>tóxico</i>, es venenoso y muy peligroso.",Please check the label to see if the product is <b>toxic</b>.,"Por favor, revisa la etiqueta para ver si el producto es <b>tóxico</b>."
vary,ˈveri,<ul><li>variar</li><li>cambiar</li><li>oscilar</li><li>diferir</li><li>modificar</li><li>modular</li><li>desviarse</li><li>diversificar</li><li>diferenciar</li></ul>,"<img src=""01_2420.jpg"" />",[sound:01_2420.mp3],[sound:01_2420_meaning.mp3],[sound:01_2420_example.mp3],To <i>vary</i> means to be different from another thing in size or amount.,<i>Variar</i> significa ser diferente de otra cosa en tamaño o cantidad.,The heights of the people in my class <b>vary</b> by a large amount.,Las alturas de las personas en mi clase <b>varían</b> en gran medida.
admiral,ˈædmərəl,<ul><li><a>almirante</a></li></ul>,"<img src=""02_2421.jpg"" />",[sound:02_2421.mp3],[sound:02_2421_meaning.mp3],[sound:02_2421_example.mp3],An <i>admiral</i> is someone who controls many military ships.,Un <i>almirante</i> es alguien que controla muchos barcos militares.,They won the sea battle because of the <b>admiral</b>’s great leadership.,Ganaron la batalla naval gracias al gran liderazgo del <b>almirante</b>.
arc,ɑːrk,<ul><li><a></a><a>de arco</a><br></li><li><a>arco</a><br></li><li>girar</li></ul>,"<img src=""02_2422.jpg"" />",[sound:02_2422.mp3],[sound:02_2422_meaning.mp3],[sound:02_2422_example.mp3],An <i>arc</i> is a curved shape.,Un <i>arco</i> es una forma curva.,A rainbow is an <b>arc</b> of colored bands across the sky.,Un arco iris es un <b>arco</b> de bandas de colores en el cielo.
character,ˈkærəktər,<ul><li>carácter</li><li>personaje</li><li>personalidad</li><li>naturaleza</li><li>índole</li><li>reputación</li><li>papel</li><li>símbolo</li><li>figura</li><li>conducta</li><li>temperamento</li></ul>,"<img src=""02_2423.jpg"" />",[sound:02_2423.mp3],[sound:02_2423_meaning.mp3],[sound:02_2423_example.mp3],Your <i>character</i> is your personality.,Tu <i>carácter</i> es tu personalidad.,My sister’s <b>character</b> is fun and very outgoing.,El <b>carácter</b> de mi hermana es divertido y muy extrovertido.
conscience,ˈkɑːnʃəns,<ul><li><a>conciencia</a></li></ul>,"<img src=""02_2424.jpg"" />",[sound:02_2424.mp3],[sound:02_2424_meaning.mp3],[sound:02_2424_example.mp3],Your <i>conscience</i> is your inner sense of what is right and wrong.,Tu <i>conciencia</i> es tu sentido interno de lo que está bien y lo que está mal.,"I recycle everything I can, so my <b>conscience</b> is clear!","¡Reciclo todo lo que puedo, por lo que mi <b>conciencia</b> está tranquila!"
escape,ɪˈskeɪp,<ul><li>escapar</li><li>huir</li><li>escaparse</li><li>evitar</li><li>fugarse</li><li>librarse</li><li>eludir</li><li>evadir</li><li>sustraerse</li><li>salvarse</li><li>zafarse</li><li>arrancar</li><li>salirse</li><li>evasión</li><li>fuga</li><li>huida</li><li>escapatoria</li><li>salida</li></ul>,"<img src=""02_2425.jpg"" />",[sound:02_2425.mp3],[sound:02_2425_meaning.mp3],[sound:02_2425_example.mp3],"If you <i>escape</i> from a place, you succeed in getting away from it.","Si <i>escapas</i> de un lugar, logras salir de él.",She tried to <b>escape</b> from the building.,Ella intentó <b>escapar</b> del edificio.
fiery,ˈfaɪəri,<ul><li>ardiente</li><li>fiero</li><li>furioso</li><li>airado</li><li>en llamas</li><li>abrasador</li><li>vehemente</li><li>duro</li><li>ígnea</li><li>ardoroso</li><li>incandescente</li><li>candente</li><li>picante</li><li>apasionado</li><li>llameante</li><li>acalorado</li><li>encendido</li><li>brioso</li></ul>,"<img src=""02_2426.jpg"" />",[sound:02_2426.mp3],[sound:02_2426_meaning.mp3],[sound:02_2426_example.mp3],"If something is <i>fiery</i>, it is burning strongly.","Si algo es <i>ardiente</i>, está ardiendo fuertemente.",The <b>fiery</b> blaze burned all night long.,El <b>ardiente</b> incendio ardió toda la noche.
flesh,fleʃ,<ul><li>carne</li><li>pulpa</li><li>superficial</li></ul>,"<img src=""02_2427.jpg"" />",[sound:02_2427.mp3],[sound:02_2427_meaning.mp3],[sound:02_2427_example.mp3],<i>Flesh</i> is the muscle and fat on your body.,La <i>carne</i> es el músculo y la grasa en tu cuerpo.,The zebra’s <b>flesh</b> is covered by black and white skin.,La <b>carne</b> de la cebra está cubierta por piel blanca y negra.
grapefruit,ˈɡreɪpfruːt,<ul><li>pomelo</li><li>toronja</li><li>de pomelo</li><li>de toronja</li></ul>,"<img src=""02_2428.jpg"" />",[sound:02_2428.mp3],[sound:02_2428_meaning.mp3],[sound:02_2428_example.mp3],"A <i>grapefruit</i> is a fruit similar to an orange, but bigger and not as sweet.","Un <i>pomelo</i> es una fruta similar a una naranja, pero más grande y no tan dulce.",Would you like a <b>grapefruit</b> with your breakfast?,¿Te gustaría un <b>pomelo</b> con tu desayuno?
hay,heɪ,<ul><li>heno</li><li>forraje</li></ul>,"<img src=""02_2429.jpg"" />",[sound:02_2429.mp3],[sound:02_2429_meaning.mp3],[sound:02_2429_example.mp3],<i>Hay</i> is dry grass used to feed animals and can be used for different purposes.,El <i>heno</i> es hierba seca utilizada para alimentar a los animales y se puede usar para diferentes propósitos.,I need to buy some more <b>hay</b> for the horse to eat.,Necesito comprar más <b>heno</b> para que el caballo coma.
horrified,ˈhɔːrɪfaɪd,<ul><li>horrorizado</li><li>aterrorizada</li></ul>,"<img src=""02_2430.jpg"" />",[sound:02_2430.mp3],[sound:02_2430_meaning.mp3],[sound:02_2430_example.mp3],"If you are <i>horrified</i>, you are very shocked and feel upset.","Si estás <i>horrorizado</i>, estás muy conmocionado y molesto.",I was <b>horrified</b> when I read about the old lady who was attacked.,Me <b>horrorizó</b> cuando leí sobre la anciana que fue atacada.
kerosene,ˈkerəsiːn,<ul><li><a>kerosene</a><br></li><li>queroseno</li><li>querosén</li><li>canfín</li><li>keroseno</li></ul>,"<img src=""02_2431.jpg"" />",[sound:02_2431.mp3],[sound:02_2431_meaning.mp3],[sound:02_2431_example.mp3],<i>Kerosene</i> is a type of oil used in some lamps and stoves.,El <i>queroseno</i> es un tipo de aceite utilizado en algunas lámparas y estufas.,Many people in poor countries cook on <b>kerosene</b> stoves.,Muchas personas en países pobres cocinan en estufas de <b>queroseno</b>.
loop,luːp,<ul><li>bucle</li><li>lazo</li><li>circuito</li><li>ciclo</li><li>presilla</li><li>rizo</li><li>círculo</li><li>curva</li><li>espira</li><li>anillo</li><li>enlazar</li></ul>,"<img src=""02_2432.jpg"" />",[sound:02_2432.mp3],[sound:02_2432_meaning.mp3],[sound:02_2432_example.mp3],A <i>loop</i> is a line made into the shape of a circle.,Un <i>lazo</i> es una línea hecha en forma de círculo.,He made a <b>loop</b> with the rope and placed it over the post.,Hizo un <b>lazo</b> con la cuerda y lo colocó sobre el poste.
middle,ˈmɪdl,<ul><li>medio</li><li>centro</li><li>mitad</li><li>intermediario</li><li>cintura</li><li>central</li><li>del medio</li><li>mediano</li><li>intermedio</li></ul>,"<img src=""02_2433.jpg"" />",[sound:02_2433.mp3],[sound:02_2433_meaning.mp3],[sound:02_2433_example.mp3],The <i>middle</i> is nearest the center and with an equal number of things on each side.,El <i>medio</i> está más cerca del centro y con un número igual de cosas a cada lado.,I suddenly woke up in the <b>middle</b> of the night.,"De repente, me desperté en el <b>medio</b> de la noche."
paddle,ˈpædl,<ul><li>pádel</li><li>paleta</li><li>remo</li><li>raqueta</li><li>pala</li><li>remar</li><li>chapotear</li><li>nadar</li><li>zurrar</li><li>azotar</li><li>dar un chirlo</li></ul>,"<img src=""02_2434.jpg"" />",[sound:02_2434.mp3],[sound:02_2434_meaning.mp3],[sound:02_2434_example.mp3],A <i>paddle</i> is a piece of wood or plastic that moves a boat across water.,Un <i>remo</i> es un trozo de madera o plástico que mueve un bote por el agua.,Put your <b>paddle</b> in the water and pull hard to make the boat move.,Coloca tu <b>remo</b> en el agua y tira fuerte para mover el bote.
sour,ˈsaʊər,<ul><li>agrio</li><li>ácido</li><li>amargado</li><li>avinagrado</li><li>malhumorado</li><li>rancio</li><li>deteriorar</li><li>agriar</li><li>agriarse</li><li>amargar</li></ul>,"<img src=""02_2435.jpg"" />",[sound:02_2435.mp3],[sound:02_2435_meaning.mp3],[sound:02_2435_example.mp3],"When something is <i>sour</i>, it has a sharp and unpleasant taste.","Cuando algo es <i>agrio</i>, tiene un sabor fuerte y desagradable.",I don’t like lemons because I think they are too <b>sour</b>.,No me gustan los limones porque creo que son demasiado <b>agrios</b>.
stake,steɪk,<ul><li>participación</li><li>estaca</li><li>apuesta</li><li>hoguera</li><li>poste</li><li>interés</li><li>inversión</li><li>pira</li><li>apostar</li><li>financiar</li><li>plantar</li><li>estacar</li></ul>,"<img src=""02_2436.jpg"" />",[sound:02_2436.mp3],[sound:02_2436_meaning.mp3],[sound:02_2436_example.mp3],"A <i>stake</i> is a small, sharp piece of wood or metal that is put into the ground.",Una <i>estaca</i> es un pequeño trozo afilado de madera o metal que se clava en el suelo.,We marked our property by placing <b>stakes</b> into the ground.,Marcamos nuestra propiedad colocando <b>estacas</b> en el suelo.
steward,ˈstuːərd,<ul><li>mayordomo</li><li>camarero</li><li>administrador</li><li>guardián</li><li>auxiliar de vuelo</li><li>encargado</li><li>curador</li><li>capataz</li><li>administradora</li></ul>,"<img src=""02_2437.jpg"" />",[sound:02_2437.mp3],[sound:02_2437_meaning.mp3],[sound:02_2437_example.mp3],A <i>steward</i> is a person like a waiter who serves food on planes and ships.,Un <i>mayordomo</i> es una persona como un camarero que sirve comida en aviones y barcos.,The <b>steward</b> is bringing some tea.,El <b>mayordomo</b> está trayendo té.
string,strɪŋ,<ul><li>cuerda</li><li>cadena</li><li>serie</li><li>sarta</li><li>secuencia</li><li>cordel</li><li>hilera</li><li>tira</li><li>hilo</li><li>cordón</li><li>collar</li><li>rango</li><li>ramal</li><li>ristra</li><li>soga</li><li>concatenar</li><li>ensartar</li><li>de cuerda</li></ul>,"<img src=""02_2438.jpg"" />",[sound:02_2438.mp3],[sound:02_2438_meaning.mp3],[sound:02_2438_example.mp3],<i>String</i> is a thin piece of fabric or rope.,La <i>cuerda</i> es una pieza delgada de tela o cuerda.,I found a large ball of <b>string</b>.,Encontré una gran bola de <b>cuerda</b>.
thorn,θɔːrn,<ul><li>espina</li><li>piedra en el zapato</li><li>pincho</li><li>espinoso</li></ul>,"<img src=""02_2439.jpg"" />",[sound:02_2439.mp3],[sound:02_2439_meaning.mp3],[sound:02_2439_example.mp3],A <i>thorn</i> is a sharp part of a plant.,Una <i>espina</i> es una parte afilada de una planta.,Be careful of the <b>thorns</b> when you pick up the roses!,¡Ten cuidado con las <b>espinas</b> cuando recojas las rosas!
wreck,rek,<ul><li>pecio</li><li>naufragio</li><li>restos</li><li>ruina</li><li>hundimiento</li><li>cacharro</li><li>destrozar</li><li>arruinar</li><li>naufragar</li><li>destruir</li></ul>,"<img src=""02_2440.jpg"" />",[sound:02_2440.mp3],[sound:02_2440_meaning.mp3],[sound:02_2440_example.mp3],To <i>wreck</i> something means to destroy or ruin it.,<i>Destruir</i> algo significa arruinarlo o destrozarlo.,The teenagers <b>wrecked</b> the house for no reason at all.,Los adolescentes <b>destrozaron</b> la casa sin ninguna razón.
admonish,ədˈmɑːnɪʃ,<ul><li>amonestar</li><li>reprender</li><li>advertir</li><li>exhortar</li></ul>,"<img src=""03_2441.jpg"" />",[sound:03_2441.mp3],[sound:03_2441_meaning.mp3],[sound:03_2441_example.mp3],To <i>admonish</i> someone is to tell them you disapprove of their behavior.,<i>Amonestar</i> a alguien es decirle que desapruebas su comportamiento.,The teacher <b>admonished</b> Mark because he was chewing gum in class.,El maestro <b>amonestó</b> a Mark porque estaba masticando chicle en clase.
audible,ˈɔːdəbl,<ul><li><a>audible</a><br></li><li>acústico</li><li>perceptible</li><li>oíble</li><li>auditivo</li><li>sonoro</li><li>de audio</li></ul>,"<img src=""03_2442.jpg"" />",[sound:03_2442.mp3],[sound:03_2442_meaning.mp3],[sound:03_2442_example.mp3],"If something is <i>audible</i>, then it is able to be heard.","Si algo es <i>audible</i>, entonces se puede escuchar.",The sound of the drums was <b>audible</b> from miles away.,El sonido de los tambores era <b>audible</b> a kilómetros de distancia.
awesome,ˈɔːsəm,<ul><li>impresionante</li><li>espectacular</li><li>asombroso</li><li>genial</li><li>extraordinario</li><li>increíble</li><li>fabuloso</li><li>maravilloso</li><li>fantástico</li><li>estupendo</li><li>imponente</li><li>formidable</li></ul>,"<img src=""03_2443.jpg"" />",[sound:03_2443.mp3],[sound:03_2443_meaning.mp3],[sound:03_2443_example.mp3],"If things or people are <i>awesome</i>, they are impressive or frightening.","Si las cosas o personas son <i>impresionantes</i>, son impresionantes o aterradoras.",The huge military plane was an <b>awesome</b> sight.,El enorme avión militar era una vista <b>impresionante</b>.
beware,bɪˈwer,<ul><li><a>cuidado con<br></a></li><li><a>cuidado<br></a></li><li><a>tenga cuidado<br></a></li><li><a>guardarse</a></li></ul>,"<img src=""03_2444.jpg"" />",[sound:03_2444.mp3],[sound:03_2444_meaning.mp3],[sound:03_2444_example.mp3],To <i>beware</i> means to be careful of something or someone that is dangerous.,<i>Tener cuidado</i> significa ser cuidadoso con algo o alguien que es peligroso.,You should <b>beware</b> of driving fast on wet roads.,Deberías <b>tener cuidado</b> al conducir rápido en carreteras mojadas.
brag,bræɡ,<ul><li>presumir</li><li>fanfarronear</li><li>jactarse</li><li>jactancia</li><li>alarde</li><li>fanfarronada</li></ul>,"<img src=""03_2445.jpg"" />",[sound:03_2445.mp3],[sound:03_2445_meaning.mp3],[sound:03_2445_example.mp3],To <i>brag</i> means to talk of one’s abilities or achievements in a proud way.,<i>Alardear</i> significa hablar de tus habilidades o logros de manera orgullosa.,He had strong muscles and <b>bragged</b> about them to the entire class.,Tenía músculos fuertes y <b>alardeaba</b> de ellos ante toda la clase.
conscious,ˈkɑːnʃəs,<ul><li>conscientes</li><li>consciente</li><li>deliberado</li><li>despierto</li><li>premeditado</li><li>intencionado</li><li>lúcido</li><li>voluntario</li><li>intencional</li><li>conciencia</li></ul>,"<img src=""03_2446.jpg"" />",[sound:03_2446.mp3],[sound:03_2446_meaning.mp3],[sound:03_2446_example.mp3],"If someone is <i>conscious</i> of something, then they are aware of it.","Si alguien es <i>consciente</i> de algo, entonces es consciente de ello.",The new student was <b>conscious</b> of the other students staring at her.,La nueva estudiante estaba <b>consciente</b> de que los otros estudiantes la miraban.
disagree,ˌdɪsəˈɡriː,<ul><li>en desacuerdo<br></li><li>no estar de acuerdo</li><li>discrepar</li><li>disentir</li><li>diferir</li><li>divergir</li><li>contradecir</li><li>discutir</li></ul>,"<img src=""03_2447.jpg"" />",[sound:03_2447.mp3],[sound:03_2447_meaning.mp3],[sound:03_2447_example.mp3],To <i>disagree</i> with someone means to have a different opinion from them.,<i>Desacordar</i> con alguien significa tener una opinión diferente de la suya.,The lawyers <b>disagreed</b> about the best way to settle the case.,Los abogados <b>no estaban de acuerdo</b> sobre la mejor manera de resolver el caso.
echo,ˈekəʊ,<ul><li>eco</li><li>resonar</li><li>reflejar</li><li>repetir</li></ul>,"<img src=""03_2448.jpg"" />",[sound:03_2448.mp3],[sound:03_2448_meaning.mp3],[sound:03_2448_example.mp3],To <i>echo</i> means that a sound repeats itself because it bounced off an object.,<i>Eco</i> significa que un sonido se repite porque rebota en un objeto.,"The child yelled over the canyon, and the sound <b>echoed</b> off the wall.",El niño gritó sobre el cañón y el sonido <b>hizo eco</b> en la pared.
eventual,ɪˈventʃuəl,<ul><li><a>eventual</a></li><li>posible</li><li>final</li></ul>,"<img src=""03_2449.jpg"" />",[sound:03_2449.mp3],[sound:03_2449_meaning.mp3],[sound:03_2449_example.mp3],"If something is <i>eventual</i>, it will happen at the end of a series of events.","Si algo es <i>eventual</i>, sucederá al final de una serie de eventos.",The constant training and planning led the team to an <b>eventual</b> victory.,El entrenamiento y la planificación constantes llevaron al equipo a una <b>victoria eventual</b>.
hint,hɪnt,<ul><li>pista</li><li>indirecta</li><li>insinuación</li><li>pizca</li><li>indicación</li><li>sugerencia</li><li>indicio</li><li>alusión</li><li>atisbo</li><li>ápice</li><li>matiz</li><li>rastro</li><li>asomo</li><li>insinuar</li><li>soltar indirectas</li></ul>,"<img src=""03_2450.jpg"" />",[sound:03_2450.mp3],[sound:03_2450_meaning.mp3],[sound:03_2450_example.mp3],A <i>hint</i> is information that suggests something will happen or is true.,Una <i>pista</i> es información que sugiere que algo sucederá o es cierto.,I quietly passed on a <b>hint</b> to my sister about the test.,Le pasé discretamente una <b>pista</b> a mi hermana sobre el examen.
idiot,ˈɪdiət,<ul><li>idiota</li><li>tonto</li><li>estúpido</li><li>imbécil</li><li>boludo</li></ul>,"<img src=""03_2451.jpg"" />",[sound:03_2451.mp3],[sound:03_2451_meaning.mp3],[sound:03_2451_example.mp3],An <i>idiot</i> is a person who is not smart or who has done something silly.,Un <i>idiota</i> es una persona que no es inteligente o que ha hecho algo tonto.,"Because he got lost in the forest, the man felt like an <b>idiot</b>.","Como se perdió en el bosque, el hombre se sintió como un <b>idiota</b>."
immense,ɪˈmens,<ul><li>inmenso</li><li>enorme</li><li>vasto</li><li>grande</li><li>infinito</li><li>ingente</li><li>gigantesco</li><li>innumerable</li><li>amplio</li><li>colosal</li></ul>,"<img src=""03_2452.jpg"" />",[sound:03_2452.mp3],[sound:03_2452_meaning.mp3],[sound:03_2452_example.mp3],"If something is <i>immense</i>, it is very large.","Si algo es <i>inmenso</i>, es muy grande.",An <b>immense</b> amount of money was needed to buy such a large boat.,Se necesitaba una <b>inmensa</b> cantidad de dinero para comprar un bote tan grande.
indirect,ˌɪndaɪˈrekt,<ul><li>indirecta<br></li><li><a>indirecto</a><br></li><li><a>indirectamente<br></a></li><li>secundario</li><li>colateral</li><li>no directo</li></ul>,"<img src=""03_2453.jpg"" />",[sound:03_2453.mp3],[sound:03_2453_meaning.mp3],[sound:03_2453_example.mp3],"If something is <i>indirect</i>, then it is not the easiest or straightest way.","Si algo es <i>indirecto</i>, entonces no es el camino más fácil o recto.",He chose to take the most <b>indirect</b> route to the coast.,Eligió tomar la ruta más <b>indirecta</b> hacia la costa.
